User_Name,followers_Count,Likes,Retweets,Reply,Impression,Text,Label,hashtags,Lemma,Porterstemmer,Snowballstemmer
Nneka Ogwumike,53408,86,13,4,4511,"In 2022 @adidas launched a social enterprise accelerator granting a group of 8 black women fellows access to training, network exposure, mentorship, and seed funding to help bring their ideas to scale and sustain their impact. 

- Cultivate &amp; B.L.O.O.M. https://t.co/uEZfhzepSY",Adidas,,launched social enterprise accelerator granting group black woman fellow access training network exposure mentorship seed funding help bring idea scale sustain impact cultivate amp b l,launch social enterpris acceler grant group black women fellow access train network exposur mentorship seed fund help bring idea scale sustain impact cultiv amp b l,launch social enterpris acceler grant group black women fellow access train network exposur mentorship seed fund help bring idea scale sustain impact cultiv amp b l
Chicago Tribune,1155587,17,6,16,12943,Adidas is still wrestling with how to dispose of $1.3 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. https://t.co/JXJLQVKTby,Adidas,,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
8 News Now,277466,16,2,20,5624,$1.3B WORTH OF YEEZYS: Adidas is still wrestling with how to dispose of 1.2 billion euros ($1.3 billion) worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. #8NN https://t.co/wlNIgWIDoR,Adidas,8nn,worth yeezys adidas still wrestling dispose billion euro billion worth yeezy shoe itsbreakup rapper formerly known kanye west,worth yeezi adida still wrestl dispos billion euro billion worth yeezi shoe itsbreakup rapper formerli known kany west,worth yeezi adida still wrestl dispos billion euro billion worth yeezi shoe itsbreakup rapper former known kany west
Footwear News,28113,0,0,0,242,"The Best adidas Trail Shoes for Exploring the Great Outdoors
https://t.co/pT7CKDZhgu",Adidas,,best adidas trail shoe exploring great outdoors,best adida trail shoe explor great outdoor,best adida trail shoe explor great outdoor
ABC Audio,15393,0,0,0,133,Adidas is still wrestling with how to dispose of $1.3 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West #ABCNewsRadio https://t.co/x09XpDjsFr,Adidas,abcnewsradio,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
WOSU News,12518,0,0,0,287,"Adidas reports a $540M loss as it struggles with unsold Yeezy products
https://t.co/2WROPYzukz",Adidas,,adidas report loss struggle unsold yeezy product,adida report loss struggl unsold yeezi product,adida report loss struggl unsold yeezi product
Newstalk ZB,63630,1,0,2,574,"Adidas wonders what to do with Yeezy shoes worth billions after Ye split

https://t.co/KqJSeZQ0LY",Adidas,,adidas wonder yeezy shoe worth billion ye split,adida wonder yeezi shoe worth billion ye split,adida wonder yeezi shoe worth billion ye split
Fox5NY,139973,0,0,0,624,"The company's CEO said Wednesday that selling the popular line of shoes would mean paying royalties to Ye. He says destroying them could raise ""sustainability issues,” while restitching them for resale “is not very honest.”  https://t.co/YgJcNzWiAY",Adidas,,company ceo said wednesday selling popular line shoe would mean paying royalty ye say destroying could raise sustainability issue restitching resale honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest
FOX 35 Orlando,248645,1,1,0,744,"The company's CEO said Wednesday that selling the popular line of shoes would mean paying royalties to Ye. He says destroying them could raise ""sustainability issues,” while restitching them for resale “is not very honest.”  https://t.co/PuZuMbRLEf",Adidas,,company ceo said wednesday selling popular line shoe would mean paying royalty ye say destroying could raise sustainability issue restitching resale honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest
KABB FOX 29,84458,1,0,0,333,"ADIDAS’ BREAKUP WITH YE: For the first time in 31 years, Adidas will lose about $736 million related to unsold Yeezy stock.
https://t.co/lcmEHTODuz",Adidas,,adidas breakup ye first time year adidas lose million related unsold yeezy stock,adida breakup ye first time year adida lose million relat unsold yeezi stock,adida breakup ye first time year adida lose million relat unsold yeezi stock
CBS4 Indy,29596,0,0,0,465,"Adidas is still wrestling with how to dispose of $1.3 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West.
https://t.co/Awuf5vmvXy",Adidas,,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
Ricardo Fort,10754,3,0,0,676,"There is a price for being true to your values. The short-term loss is nothing for a company like @adidas. The market shouldn't punish them for doing the right thing.
https://t.co/VBvEQhJfuj",Adidas,,price true value short term loss nothing company like market punish right thing,price true valu short term loss noth compani like market punish right thing,price true valu short term loss noth compani like market punish right thing
BallerAlert,298153,8,0,0,3001,Adidas Could Have It’s First Annual Loss After Dropping Yeezy https://t.co/7SrqXnbzTN https://t.co/VP7KsCqJJB,Adidas,,adidas could first annual loss dropping yeezy,adida could first annual loss drop yeezi,adida could first annual loss drop yeezi
Front Office Sports,160597,53,11,6,15477,Adidas' split from Ye cost the brand $633 million in Q4 sales — and could lead to the retailer's first annual loss in three decades.,Adidas,,adidas split ye cost brand million sale could lead retailer first annual loss three decade,adida split ye cost brand million sale could lead retail first annual loss three decad,adida split ye cost brand million sale could lead retail first annual loss three decad
Local 4 WDIV Detroit,447237,0,0,1,1902,Adidas is still wrestling with how to dispose of $1.3 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. https://t.co/wbphdW5vZJ,Adidas,,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
FOX59 News,294791,3,2,5,3860,"Adidas is still wrestling with how to dispose of $1.3 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West.
https://t.co/sKsoMHS4vL",Adidas,,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
Bloomberg,9196250,27,9,30,47076,A big question remains for Adidas: What will it do with $1.3 billion worth of unsold Yeezy gear? https://t.co/XMzdPhubDU,Adidas,,big question remains adidas billion worth unsold yeezy gear,big question remain adida billion worth unsold yeezi gear,big question remain adida billion worth unsold yeezi gear
Nice Kicks,1479932,109,30,26,149380,New adidas CEO Bjørn Gulden says a decision regarding what to do with the remaining Yeezy inventory has yet to be made. https://t.co/Y6SQa218NV,Adidas,,new adidas ceo bjrn gulden say decision regarding remaining yeezy inventory yet made,new adida ceo bjrn gulden say decis regard remain yeezi inventori yet made,new adida ceo bjrn gulden say decis regard remain yeezi inventori yet made
Reuters,25752659,26,9,6,55759,"Adidas, burnt by Kanye West split, seeks a new focus https://t.co/7OShXecoUn https://t.co/JtkWoOln0B",Adidas,,adidas burnt kanye west split seek new focus,adida burnt kany west split seek new focu,adida burnt kany west split seek new focus
Insider Retail,35796,0,0,0,326,Adidas CEO worries donated Yeezy's would end up being resold: 'They will come back' https://t.co/DNMsziywwX,Adidas,,adidas ceo worry donated yeezy would end resold come back,adida ceo worri donat yeezi would end resold come back,adida ceo worri donat yeezi would end resold come back
WBTW News13,29735,0,0,0,285,Adidas wonders what to do with $1.3B worth of Yeezy shoes after Ye split https://t.co/ahyAMkm2AB,Adidas,,adidas wonder worth yeezy shoe ye split,adida wonder worth yeezi shoe ye split,adida wonder worth yeezi shoe ye split
WSPA 7NEWS,73576,1,0,0,388,"Adidas is still wrestling with how to dispose of 1.2 billion euros ($1.3 billion) worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West, 
https://t.co/Ebkckf9bWB",Adidas,,adidas still wrestling dispose billion euro billion worth yeezy shoe itsbreakup rapper formerly known kanye west,adida still wrestl dispos billion euro billion worth yeezi shoe itsbreakup rapper formerli known kany west,adida still wrestl dispos billion euro billion worth yeezi shoe itsbreakup rapper former known kany west
ABC22 & FOX44,19560,0,0,0,114,Adidas wonders what to do with $1.3B worth of Yeezy shoes after Ye split https://t.co/WkXr3TC5qx,Adidas,,adidas wonder worth yeezy shoe ye split,adida wonder worth yeezi shoe ye split,adida wonder worth yeezi shoe ye split
FOX 29,645683,3,1,0,2023,"The company's CEO said Wednesday that selling the popular line of shoes would mean paying royalties to Ye. He says destroying them could raise ""sustainability issues,” while restitching them for resale “is not very honest.”  https://t.co/QOiJl8p4cc",Adidas,,company ceo said wednesday selling popular line shoe would mean paying royalty ye say destroying could raise sustainability issue restitching resale honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest
News 4 San Antonio,239168,6,0,2,1773,"For the first time in 31 years, Adidas will lose about $736 million related to unsold Yeezy stock.
https://t.co/IbrJ0nEs6S",Adidas,,first time year adidas lose million related unsold yeezy stock,first time year adida lose million relat unsold yeezi stock,first time year adida lose million relat unsold yeezi stock
Kicks Deals,474158,25,1,3,22272,"Nice size options are $35 OFF retail for the black/royal ""Orlando"" adidas T-Mac 1 retro at $105 + FREE shipping.

BUY HERE -&gt; https://t.co/EuAyh6ePHl (promotion - use code SAVINGS at checkout) https://t.co/ropU7OT664",Adidas,,nice size option retail black royal orlando adidas mac retro free shipping buy gt promotion use code saving checkout,nice size option retail black royal orlando adida mac retro free ship buy gt promot use code save checkout,nice size option retail black royal orlando adida mac retro free ship buy gt promot use code save checkout
